work_year,salary,remote_ratio
2023,179000,0
2023,106500,0
2023,119200,100
2023,86600,100
2023,140544,100
2023,82673,100
2023,108350,0
2023,78800,0
2023,162540,0
2023,87570,0
2023,213600,0
2023,103200,0
2023,140000,0
2023,90000,0
2023,212000,0
2023,93300,0
2023,222200,0
2023,136000,0
2023,157000,100
2023,144000,100
2023,210000,100
2023,160000,100
2023,179000,0
2023,112000,0
2023,221300,100
2023,147500,100
2023,179000,0
2023,112000,0
2023,116000,0
2023,90000,0
2023,222200,0
2023,136000,0
2023,130400,0
2023,74500,0
2023,207700,0
2023,133700,0
2023,120000,0
2023,100000,0
2023,247500,0
2023,172200,0
2023,179000,0
2023,112000,0
2023,140000,0
2023,90000,0
2023,260000,0
2023,230000,0
2023,130000,100
2023,110000,100
2023,110000,0
2023,90000,0
2023,310000,0
2023,245000,0
2023,210000,0
2023,160000,0
2023,85000,0
2023,75000,0
2023,280000,0
2023,196000,0
2023,212000,0
2023,93300,0
2023,230000,100
2023,115000,100
2023,75000,0
2023,70000,0
2023,233500,0
2023,137500,0
2023,166000,0
2023,73100,0
2023,176875,0
2023,84750,0
2023,251250,0
2023,120750,0
2023,106050,0
2023,80420,0
2023,120000,0
2023,90000,0
2023,147400,0
2023,107682,0
2023,145000,100
2023,95000,100
2023,80000,0
2023,50000,0
2023,175000,100
2023,150000,100
2023,26800,0
2023,26800,0
2023,178600,0
2023,67200,0
2023,118750,0
2023,106875,0
2023,186000,0
2023,81800,0
2023,142000,0
2023,128000,0
2023,140130,0
2023,84870,0
2023,262000,0
2023,186000,0
2023,247600,0
2023,127300,0
2023,85000,0
2023,58500,0
2023,48000,0
2023,39000,0
2023,93918,0
2023,51962,0
2023,120000,0
2023,100000,0
2023,205670,0
2023,124233,0
2023,173000,0
2023,140000,0
2023,291500,0
2023,180200,0
2023,23000,0
2023,23000,0
2023,185000,0
2023,152000,0
2023,255800,0
2023,170600,0
2023,146850,0
2023,106800,0
2023,200000,0
2023,117000,0
2023,151700,0
2023,63000,0
2023,43000,0
2023,239900,100
2023,159900,100
2023,162240,0
2023,47840,0
2023,130410,0
2023,92000,0
2023,270250,0
2023,144000,0
2023,176875,0
2023,84750,0
2023,92000,0
2023,69000,0
2023,184800,0
2023,107100,0
2023,130410,0
2023,92000,0
2023,333500,0
2023,176000,0
2023,257400,0
2023,138600,0
2023,242100,0
2023,116200,0
2023,230000,0
2023,210000,0
2023,114300,0
2023,89600,0
2023,85000,0
2023,65000,0
2023,266875,0
2023,128250,0
2023,280000,0
2023,200000,0
2023,180000,0
2023,130000,0
2023,178492,100
2023,89246,100
2023,245000,100
2023,150000,100
2023,155000,0
2023,145000,0
2023,165000,100
2023,130000,100
2023,247600,0
2023,127300,0
2023,280889,0
2023,187259,0
2023,130000,100
2023,120000,100
2023,185000,100
2023,125000,100
2023,196900,100
2023,186700,100
2023,75065,100
2023,41419,100
2023,260000,0
2023,192000,0
2023,205600,0
2023,105700,0
2023,75000,0
2023,65000,0
2023,230000,0
2023,140000,0
2023,149800,0
2023,85600,0
2023,218000,0
2023,152600,0
2023,185000,0
2023,165000,0
2023,224880,0
2023,121500,0
2023,129000,0
2023,46200,0
2023,272400,0
2023,155600,0
2023,750000,0
2023,150000,0
2023,93918,0
2023,51962,0
2023,115000,0
2023,95000,0
2023,750000,0
2023,150000,0
2023,351000,0
2023,171000,0
2023,272000,0
2023,170000,0
2023,176000,0
2023,158000,0
2023,135000,100
2023,125000,100
2023,110000,0
2023,80000,0
2023,270000,100
2023,232200,100
2023,107000,100
2023,87300,100
2023,230000,0
2023,140000,0
2023,85000,100
2023,61800,100
2023,300000,100
2023,195000,100
2023,204500,0
2023,142200,0
2023,107500,0
2023,96750,0
2023,153800,100
2023,96000,100
2023,204500,0
2023,142200,0
2023,190100,100
2023,131414,100
2023,195500,100
2023,141300,100
2023,165500,100
2023,119600,100
2023,235000,100
2023,169900,100
2023,235000,100
2023,169900,100
2023,200000,0
2023,135000,0
2023,210000,100
2023,151800,100
2023,210000,100
2023,151800,100
2023,215500,100
2023,155800,100
2023,305600,0
2023,188200,0
2023,180500,0
2023,96200,0
2023,166000,0
2023,73100,0
2023,75000,0
2023,47500,0
2023,201700,0
2023,146600,0
2023,133000,0
2023,58400,0
2023,120000,50
2023,144300,100
2023,104800,100
2023,115920,0
2023,84000,0
2023,146850,0
2023,106800,0
2023,75000,0
2023,65000,0
2023,133000,0
2023,58300,0
2023,137300,0
2023,59200,0
2023,165000,0
2023,147500,0
2023,130410,0
2023,92000,0
2023,156150,100
2023,113400,100
2023,226000,100
2023,211000,100
2023,197500,0
2023,132500,0
2023,109000,0
2023,62000,0
2023,110000,0
2023,70000,0
2023,238000,0
2023,176000,0
2023,179000,0
2023,112000,0
2023,238000,0
2023,176000,0
2023,151250,100
2023,96800,100
2023,109000,0
2023,62000,0
2023,162000,0
2023,108000,0
2023,238000,0
2023,176000,0
2023,189000,100
2023,118100,100
2023,126000,100
2023,93000,100
2023,160000,100
2023,150000,100
2023,237500,0
2023,157500,0
2023,145000,0
2023,115000,0
2023,140000,0
2023,100000,0
2023,89000,0
2023,76000,0
2023,238000,0
2023,176000,0
2023,263100,0
2023,126300,0
2023,319000,0
2023,221000,0
2023,200000,0
2023,150000,0
2023,220000,100
2023,190000,100
2023,70000,0
2023,45454,0
2023,116700,0
2023,93400,0
2023,100000,0
2023,95000,0
2023,151000,100
2023,95000,100
2023,247000,100
2023,152000,100
2023,268000,0
2023,137500,0
2023,150000,0
2023,80000,0
2023,187100,0
2023,107600,0
2023,184800,0
2023,161900,0
2023,212000,0
2023,93300,0
2023,184000,0
2023,96000,0
2023,127900,0
2023,85300,0
2023,204000,0
2023,112500,0
2023,166000,0
2023,73100,0
2023,220000,0
2023,137500,0
2023,204500,0
2023,142200,0
2023,170000,100
2023,140000,100
2023,150000,0
2023,80000,0
2023,175000,100
2023,150000,100
2023,116000,0
2023,110000,0
2023,132000,0
2023,104000,0
2023,175000,100
2023,141000,100
2023,198000,100
2023,151000,100
2023,104000,0
2023,83000,0
2023,150000,0
2023,100000,0
2023,204500,0
2023,142200,0
2023,185000,0
2023,130000,0
2023,250000,0
2023,125000,0
2023,100000,0
2023,81500,0
2023,192000,100
2023,120500,100
2023,247300,0
2023,139700,0
2023,60000,0
2023,38000,0
2023,218000,0
2023,168000,0
2023,119200,100
2023,86600,100
2023,184800,0
2023,161900,0
2023,128600,0
2023,100000,0
2023,162240,0
2023,47840,0
2023,205500,0
2023,128500,0
2023,164000,0
2023,117000,0
2023,142352,0
2023,95325,0
2023,38393,0
2023,34160,0
2023,247500,0
2023,172200,0
2023,38393,0
2023,34160,0
2023,50000,0
2023,33000,0
2023,134000,100
2023,90000,100
2023,204000,0
2023,163200,0
2023,168000,100
2023,143000,100
2023,142352,0
2023,95325,0
2023,105000,100
2023,100000,100
2023,179000,0
2023,112000,0
2023,150000,0
2023,125000,0
2023,131000,0
2023,54400,0
2023,120000,0
2023,50000,0
2023,170000,0
2023,120000,0
2023,359170,0
2023,295490,0
2023,102000,100
2023,92000,100
2023,132567,0
2023,96412,0
2023,222200,0
2023,136000,0
2023,230000,0
2023,170000,0
2023,110000,100
2023,90000,100
2023,172800,100
2023,110000,100
2023,135842,0
2023,98794,0
2023,331640,0
2023,267720,0
2023,266450,0
2023,177700,0
2023,350000,0
2023,250000,0
2023,155000,0
2023,125000,0
2023,278700,0
2023,159300,0
2023,171000,0
2023,151000,0
2023,266450,0
2023,177700,0
2023,100000,100
2023,80000,100
2023,174990,100
2023,132624,100
2023,166000,0
2023,73100,0
2023,212000,0
2023,93300,0
2023,210100,0
2023,95500,0
2023,184600,0
2023,99400,0
2023,184800,0
2023,107100,0
2023,205000,0
2023,155400,0
2023,75065,100
2023,41419,100
2023,169000,0
2023,105500,0
2023,113563,0
2023,102927,0
2023,90500,0
2023,42400,0
2023,234000,100
2023,146000,100
2023,212000,0
2023,93300,0
2023,140000,0
2023,100000,0
2023,128167,0
2023,85445,0
2023,212000,0
2023,93400,0
2023,172300,0
2023,86100,0
2023,138000,100
2023,86000,100
2023,179000,0
2023,112000,0
2023,700000,100
2023,150000,100
2023,179000,100
2023,112000,100
2023,122000,0
2023,94000,0
2023,122000,0
2023,94000,0
2023,140130,0
2023,84870,0
2023,225000,0
2023,180000,0
2023,165000,100
2023,122445,100
2023,208000,100
2023,136000,100
2023,84000,100
2023,48000,100
2023,275000,0
2023,187000,0
2023,212800,0
2023,124100,0
2023,130000,0
2023,80000,0
2023,160000,100
2023,130000,100
2023,240810,0
2023,126800,0
2023,145000,100
2023,135000,100
2023,222000,100
2023,132000,100
2023,250000,100
2023,170000,100
2023,250000,0
2023,150000,0
2023,222000,0
2023,132000,0
2023,40000,0
2023,35000,0
2023,94000,50
2023,110000,0
2023,70000,0
2023,245000,0
2023,185000,0
2023,207900,0
2023,158400,0
2023,138000,0
2023,86000,0
2023,135800,100
2023,95100,100
2023,135800,100
2023,95100,100
2023,190000,100
2023,160000,100
2023,260000,0
2023,136000,0
2023,180000,0
2023,166375,0
2023,212800,0
2023,115100,0
2023,60000,0
2023,48000,0
2023,60000,0
2023,55000,0
2023,205500,0
2023,132500,0
2023,122000,0
2023,94000,0
2023,223600,0
2023,115000,0
2023,165000,0
2023,150000,0
2023,62000,100
2023,49000,100
2023,160000,0
2023,140000,0
2023,106100,100
2023,74300,100
2023,44000,0
2023,35700,0
2023,245000,0
2023,185000,0
2023,132300,0
2023,93000,0
2023,234000,100
2023,146000,100
2023,96600,0
2023,55200,0
2023,83300,0
2023,47500,0
2023,99300,0
2023,82800,0
2023,145000,0
2023,110841,0
2023,101000,0
2023,50000,0
2023,182500,100
2023,121700,100
2023,134500,100
2023,91460,100
2023,150000,0
2023,130000,0
2023,33995,0
2023,30839,0
2023,75753,0
2023,47423,0
2023,130000,0
2023,110000,0
2023,124935,0
2023,76050,0
2023,286000,0
2023,143000,0
2023,106400,100
2023,70000,100
2023,133000,0
2023,58400,0
2023,243600,0
2023,148200,0
2023,131600,100
2023,82400,100
2023,245700,0
2023,132300,0
2023,155750,100
2023,79350,100
2023,234000,0
2023,117000,0
2023,242000,0
2023,106200,0
2023,123900,100
2023,75000,100
2023,136500,0
2023,123500,0
2023,227500,100
2023,145600,100
2023,186754,0
2023,101000,0
2023,149800,0
2023,70800,0
2023,132000,100
2023,111000,100
2023,180000,100
2023,162000,100
2023,150000,0
2023,135000,0
2023,172700,0
2023,82900,0
2023,115000,0
2023,95000,0
2023,238000,0
2023,144500,0
2023,145000,0
2023,98500,0
2023,209300,100
2023,123800,100
2023,18000,100
2023,130400,0
2023,70800,0
2023,160000,0
2023,75000,0
2023,247300,0
2023,139700,0
2023,300000,0
2023,200000,0
2023,278700,0
2023,159300,0
2023,254900,0
2023,203920,0
2023,191200,0
2023,170186,0
2023,300000,0
2023,200000,0
2023,150000,100
2023,125000,100
2023,200000,0
2023,150000,0
2023,100000,0
2023,95000,0
2023,278700,0
2023,159300,0
2023,247300,0
2023,139700,0
2023,212800,0
2023,124100,0
2023,90000,50
2023,198000,0
2023,94000,0
2023,219100,0
2023,118500,0
2023,160000,100
2023,128000,100
2023,60000,100
2023,48000,100
2023,234000,0
2023,146000,0
2023,179000,0
2023,112000,0
2023,130100,0
2023,75000,0
2023,166500,0
2023,104000,0
2023,166000,0
2023,73100,0
2023,98000,0
2023,73000,0
2023,247500,0
2023,172200,0
2023,183540,0
2023,132000,0
2023,240000,0
2023,133000,0
2023,273500,0
2023,182500,0
2023,75000,0
2023,55000,0
2023,240960,0
2023,176000,0
2023,150000,0
2023,130000,0
2023,150000,100
2023,130000,100
2023,100000,0
2023,75000,0
2023,162240,0
2023,47840,0
2023,162240,0
2023,47840,0
2023,296980,0
2023,123740,0
2023,247250,0
2023,160000,0
2023,91875,0
2023,55125,0
2023,220000,0
2023,146000,0
2023,200000,100
2023,115000,100
2023,370000,0
2023,220000,0
2023,72000,100
2023,48000,100
2023,185000,0
2023,79600,0
2023,125000,0
2023,122000,0
2023,250000,0
2023,175000,0
2023,260000,0
2023,136000,0
2023,235000,100
2023,175000,100
2023,185000,100
2023,128000,100
2023,350000,100
2023,268000,100
2023,222200,0
2023,136000,0
2023,180000,100
2023,115000,100
2023,100000,0
2023,80000,0
2023,234485,0
2023,112655,0
2023,234000,0
2023,146000,0
2023,199700,0
2023,70800,0
2023,179000,0
2023,112000,0
2023,99900,0
2023,83000,0
2023,158000,0
2023,90300,0
2023,266500,0
2023,152000,0
2023,70000,100
2023,60000,100
2023,187200,100
2023,140400,100
2023,225000,0
2023,156400,0
2023,190900,0
2023,109100,0
2023,145000,0
2023,98500,0
2023,195200,0
2023,100400,0
2023,125000,100
2023,100000,100
2023,75065,100
2023,41419,100
2023,181700,0
2023,64300,0
2023,185900,0
2023,129300,0
2023,85000,100
2023,80000,100
2023,120000,100
2023,52100,100
2023,219000,0
2023,152000,0
2023,204500,100
2023,142200,100
2023,158000,0
2023,90300,0
2023,170000,100
2023,130000,100
2023,175000,100
2023,130000,100
2023,222200,0
2023,136000,0
2023,225000,0
2023,180000,0
2023,260000,0
2023,136000,0
2023,152375,0
2023,94000,0
2023,82000,0
2023,77000,0
2023,196000,100
2023,94000,100
2023,264846,0
2023,143060,0
2023,203000,0
2023,89030,0
2023,60000,0
2023,38000,0
2023,160800,0
2023,92700,0
2023,62000,0
2023,51000,0
2023,137500,0
2023,100000,0
2023,128167,0
2023,85445,0
2023,60000,0
2023,40000,0
2023,65000,0
2023,50000,0
2023,154800,0
2023,76300,0
2023,240000,0
2023,200000,0
2023,45000,0
2023,40000,0
2023,110000,0
2023,70000,0
2023,240000,0
2023,200000,0
2023,190000,100
2023,150000,100
2023,465000,0
2023,385000,0
2023,240000,0
2023,200000,0
2023,116300,100
2023,84600,100
2023,129700,0
2023,86500,0
2023,150000,0
2023,120000,0
2023,60000,0
2023,50000,0
2023,225300,0
2023,197400,0
2023,212000,0
2023,93300,0
2023,140130,0
2023,84870,0
2023,45000,0
2023,25000,0
2023,266000,0
2023,152000,0
2023,224000,0
2023,165000,0
2023,255000,0
2023,169000,0
2023,169000,0
2023,91000,0
2023,197500,0
2023,136500,0
2023,248100,0
2023,145900,0
2023,185100,0
2023,133300,0
2023,95000,0
2023,70000,0
2023,130000,0
2023,115000,0
2023,220000,0
2023,160000,0
2023,65000,0
2023,55000,0
2023,88000,50
2023,186000,0
2023,81800,0
2023,212000,0
2023,93300,0
2023,130000,100
2023,100000,100
2023,224400,0
2023,138700,0
2023,210000,100
2023,168000,100
2023,224400,0
2023,138700,0
2023,35000,0
2023,30000,0
2023,95000,0
2023,75000,0
2023,300000,0
2023,234000,0
2023,140000,0
2023,120000,0
2023,204500,0
2023,142200,0
2023,155000,0
2023,110000,0
2023,266500,0
2023,152000,0
2023,222200,0
2023,136000,0
2023,273400,0
2023,182200,0
2023,167500,0
2023,106500,0
2023,185900,0
2023,129300,0
2023,185000,0
2023,79600,0
2023,122000,0
2023,94500,0
2023,247300,0
2023,139700,0
2023,176000,0
2023,100000,0
2023,204500,0
2023,142200,0
2023,247600,0
2023,127300,0
2023,223400,100
2023,186200,100
2023,167500,0
2023,106500,0
2023,185900,0
2023,129300,0
2023,72000,100
2023,64000,100
2023,179820,0
2023,143860,0
2023,283050,0
2023,188700,0
2023,133000,0
2023,58400,0
2023,141298,0
2023,115607,0
2023,100000,0
2023,75000,0
2023,266500,0
2023,144400,0
2023,58000,0
2023,45000,0
2023,287500,0
2023,156000,0
2023,90000,100
2023,70000,100
2023,199000,0
2023,162000,0
2023,170884,100
2023,113923,100
2023,184000,0
2023,123000,0
2023,235750,0
2023,174250,0
2023,165000,100
2023,118800,100
2023,225000,100
2023,150000,100
2023,213900,0
2023,116800,0
2023,220000,100
2023,150000,100
2023,150000,0
2023,100000,0
2023,247500,0
2023,172200,0
2023,155000,0
2023,120000,0
2023,226700,0
2023,133300,0
2023,184000,0
2023,123000,0
2023,130000,0
2023,117000,0
2023,160000,100
2023,140000,100
2023,166000,0
2023,73000,0
2023,185900,100
2023,129300,100
2023,130000,0
2023,104000,0
2023,143000,100
2023,116000,100
2023,165000,100
2023,118800,100
2023,220000,0
2023,180000,0
2023,184000,0
2023,123000,0
2023,215000,0
2023,200000,0
2023,253000,0
2023,131000,0
2023,220000,0
2023,176000,0
2023,40000,100
2023,30000,100
2023,210000,0
2023,147000,0
2023,186000,0
2023,161000,0
2023,205000,0
2023,152000,0
2023,220000,100
2023,190000,100
2023,205000,0
2023,152000,0
2023,137000,100
2023,110000,100
2023,172000,100
2023,146000,100
2023,148000,0
2023,99000,0
2023,150000,0
2023,130000,0
2023,105000,0
2023,99000,0
2023,52500,0
2023,180514,100
2023,108308,100
2023,210000,0
2023,147000,0
2023,290300,0
2023,196685,0
2023,220000,0
2023,176000,0
2023,175000,0
2023,130000,0
2023,185000,0
2023,150000,0
2023,145000,0
2023,115000,0
2023,133000,0
2023,58300,0
2023,115000,0
2023,95000,0
2023,89600,0
2023,32000,0
2023,40000,0
2023,29000,0
2023,75000,0
2023,55000,0
2023,75000,0
2023,55000,0
2023,70000,50
2023,409500,100
2023,135000,100
2023,230300,0
2023,140000,0
2023,124935,0
2023,76050,0
2023,224800,0
2023,131100,0
2023,258000,0
2023,171000,0
2023,196000,0
2023,121000,0
2023,195800,0
2023,171500,0
2023,166000,0
2023,73100,0
2023,220000,0
2023,160000,0
2023,85000,0
2023,65000,0
2023,220000,0
2023,100000,0
2023,185000,0
2023,152000,0
2023,220000,0
2023,100000,0
2023,45000,0
2023,36000,0
2023,220000,0
2023,100000,0
2023,220000,0
2023,100000,0
2023,220000,0
2023,100000,0
2023,110000,100
2023,80000,100
2023,30000,100
2023,150200,0
2023,71000,0
2023,167200,0
2023,121000,0
2023,133000,0
2023,58400,0
2023,135000,0
2023,110000,0
2023,85000,0
2023,60000,0
2023,187415,0
2023,114080,0
2023,187415,0
2023,114080,0
2023,166000,0
2023,73100,0
2023,306400,0
2023,168700,0
2023,187415,0
2023,114080,0
2023,26800,0
2023,26800,0
2023,165000,100
2023,140000,100
2023,700000,100
2023,150000,100
2023,167000,0
2023,121000,0
2023,185000,0
2023,79600,0
2023,190200,0
2023,95100,0
2023,133000,0
2023,58400,0
2023,90000,100
2023,70000,100
2023,166000,0
2023,73100,0
2023,135000,0
2023,100000,0
2023,180514,100
2023,108308,100
2023,294000,0
2023,192000,0
2023,266000,0
2023,167000,0
2023,200000,100
2023,150000,100
2023,163800,100
2023,88200,100
2023,180400,0
2023,138800,0
2023,55000,0
2023,45000,0
2023,319000,100
2023,206000,100
2023,215000,0
2023,142000,0
2023,266000,0
2023,167000,0
2023,140130,0
2023,84870,0
2023,178300,0
2023,105400,0
2023,222200,0
2023,136000,0
2023,215000,0
2023,142000,0
2023,240000,100
2023,210000,100
2023,122000,0
2023,94500,0
2023,750000,0
2023,150000,0
2023,116000,0
2023,90000,0
2023,145000,0
2023,128000,0
2023,154000,100
2023,126000,100
2023,240000,0
2023,157250,0
2023,219650,100
2023,136000,100
2023,150000,0
2023,180000,100
2023,125000,100
2023,247600,0
2023,127300,0
2023,60000,0
2023,55000,0
2023,250000,0
2023,125000,0
2023,190000,100
2023,170000,100
2023,202600,100
2023,168800,100
2023,132000,100
2023,111000,100
2023,203000,100
2023,127000,100
2023,125009,100
2023,83339,100
2023,112200,100
2023,91800,100
2023,200000,0
2023,160000,0
2023,150000,50
2023,185000,0
2023,150000,0
2023,160000,0
2023,130000,0
2023,145000,0
2023,115000,0
2023,133000,0
2023,58300,0
2023,254000,0
2023,159000,0
2023,170000,0
2023,85000,0
2023,130500,0
2023,116000,0
2023,81400,100
2023,43500,100
2023,169000,0
2023,92000,0
2023,166000,0
2023,73100,0
2023,190000,0
2023,165000,0
2023,305600,0
2023,146600,0
2023,150000,0
2023,120000,0
2023,275000,0
2023,146400,0
2023,208500,0
2023,165000,0
2023,258700,0
2023,172500,0
2023,150000,0
2023,130000,0
2023,185000,100
2023,150000,100
2023,166000,0
2023,73100,0
2023,198200,0
2023,110200,0
2023,166000,0
2023,73100,0
2023,212000,0
2023,93300,0
2023,212000,0
2023,93300,0
2023,166000,0
2023,73100,0
2023,167100,0
2023,111400,0
2023,133000,0
2023,58400,0
2023,166000,100
2023,73100,100
2023,170000,0
2023,145000,0
2023,212000,0
2023,93300,0
2023,170000,100
2023,135000,100
2023,145000,0
2023,115000,0
2023,139810,0
2023,95325,0
2023,278700,0
2023,159300,0
2023,226700,100
2023,151100,100
2023,247300,100
2023,139700,100
2023,188000,100
2023,139000,100
2023,750000,0
2023,150000,0
2023,160000,0
2023,94000,0
2023,127000,100
2023,65000,100
2023,276000,0
2023,174000,0
2023,260000,0
2023,136000,0
2023,250000,100
2023,210000,100
2023,188000,100
2023,139000,100
2023,238000,0
2023,176000,0
2023,204500,0
2023,142200,0
2023,212000,0
2023,190000,0
2023,261500,0
2023,134500,0
2023,239000,0
2023,122900,0
2023,115000,0
2023,95000,0
2023,158500,100
2023,115000,100
2023,331640,0
2023,267720,0
2023,180000,0
2023,90000,0
2023,83000,100
2023,66000,100
2023,224250,0
2023,121550,0
2023,166000,0
2023,73100,0
2023,141298,0
2023,115607,0
2023,109000,100
2023,100000,100
2023,205400,0
2023,92900,0
2023,220000,0
2023,130000,0
2023,160000,100
2023,110000,100
2023,230000,0
2023,100000,0
2023,186030,100
2023,110200,100
2023,130000,100
2023,100000,100
2023,242000,0
2023,106200,0
2023,220000,100
2023,120000,100
2023,258000,0
2023,171000,0
2023,91200,0
2023,58200,0
2023,192000,100
2023,178000,100
2023,210000,100
2023,130000,100
2023,160000,0
2023,150000,0
2023,260000,0
2023,136000,0
2023,206000,0
2023,134000,0
2023,180000,100
2023,135000,100
2023,200000,0
2023,120000,0
2023,212000,0
2023,93300,0
2023,106700,0
2023,57700,0
2023,266400,0
2023,173300,0
2023,125000,0
2023,100000,0
2023,165600,0
2023,65800,0
2023,210400,0
2023,170500,0
2023,212000,0
2023,93300,0
2023,170000,100
2023,160000,100
2023,185400,100
2023,81536,100
2023,193000,0
2023,158000,0
2023,170000,100
2023,100000,100
2023,222200,0
2023,136000,0
2023,148000,0
2023,99000,0
2023,204500,0
2023,142200,0
2023,95000,100
2023,75000,100
2023,115000,0
2023,105000,0
2023,195800,0
2023,161900,0
2023,90000,100
2023,80000,100
2023,192500,100
2023,140000,100
2023,100000,0
2023,75000,0
2023,169000,0
2023,91000,0
2023,216600,0
2023,144400,0
2023,150000,0
2023,120000,0
2023,133000,0
2023,58400,0
2023,166000,0
2023,73100,0
2023,166000,0
2023,73100,0
2023,336300,0
2023,179000,0
2023,296400,0
2023,159600,0
2023,212000,0
2023,93300,0
2023,204500,0
2023,142200,0
2023,258500,100
2023,226500,100
2023,247250,0
2023,118400,0
2023,160000,0
2023,140000,0
2023,212000,0
2023,93400,0
2023,140000,100
2023,100000,100
2023,219000,0
2023,132000,0
2023,130500,0
2023,116000,0
2023,323300,0
2023,184700,0
2023,250000,0
2023,200000,0
2023,136000,0
2023,91000,0
2023,185900,0
2023,129300,0
2023,143000,100
2023,78000,100
2023,135000,0
2023,110000,0
2023,142000,0
2023,102200,0
2023,137500,0
2023,81500,0
2023,202000,100
2023,147000,100
2023,140000,0
2023,125000,0
2023,170625,0
2023,127950,0
2023,100000,0
2023,70000,0
2023,85256,0
2023,71615,0
2023,100000,0
2023,100000,0
2023,185000,0
2023,125000,0
2023,60000,100
2023,52000,100
2023,300000,0
2023,260000,0
2023,225000,0
2023,170000,0
2023,100000,100
2023,80000,100
2023,204500,0
2023,142200,0
2023,135000,100
2023,100000,100
2023,297300,100
2023,198200,100
2023,240000,100
2023,190000,100
2023,185000,0
2023,79600,0
2023,222200,0
2023,136000,0
2023,110000,100
2023,95000,100
2023,324000,0
2023,159000,0
2023,207700,0
2023,133700,0
2023,71000,100
2023,57000,100
2023,222200,0
2023,136000,0
2023,200000,100
2023,150000,100
2023,59000,100
2023,50000,100
2023,234000,100
2023,208000,100
2023,187000,100
2023,128000,100
2023,202000,100
2023,147000,100
2023,50000,100
2023,60000,100
2023,53000,50
2023,21000,100
2023,135000,0
2023,120000,0
2023,150000,100
2023,140000,100
2023,190000,0
2023,165000,0
2023,280000,100
2023,190000,100
2023,212000,0
2023,190000,0
2023,35000,0
2023,35000,0
2023,245700,0
2023,132300,0
2023,90000,0
2023,80000,0
2023,212000,0
2023,93300,0
2023,212000,0
2023,93300,0
2023,276000,0
2023,174000,0
2023,133000,0
2023,58300,0
2023,145640,0
2023,84400,0
2023,300000,100
2023,195000,100
2023,190000,100
2023,107500,100
2023,105000,0
2023,75000,0
2023,140000,100
2023,98000,100
2023,204500,0
2023,142200,0
2023,236160,100
2023,159408,100
2023,115000,100
2023,85000,100
2023,145000,0
2023,120000,0
2023,120350,100
2023,74400,100
2023,158494,100
2023,88052,100
2023,181500,0
2023,127000,0
2023,300000,0
2023,260000,0
2023,258000,0
2023,171000,0
2023,25000,100
2023,200000,0
2023,150000,0
2023,225300,0
2023,197400,0
2023,205500,0
2023,128500,0
2023,191600,0
2023,125600,0
2023,245700,0
2023,132300,0
2023,130410,0
2023,92000,0
2023,183900,0
2023,108800,0
2023,275000,0
2023,121200,0
2023,166000,0
2023,73100,0
2023,231250,0
2023,111000,0
2023,300000,0
2023,130000,0
2023,210500,0
2023,105300,0
2023,158400,0
2023,85800,0
2023,305600,0
2023,146600,0
2023,180400,0
2023,138800,0
2023,258700,0
2023,172500,0
2023,156100,0
2023,100400,0
2023,134200,0
2023,103200,0
2023,105000,0
2023,85000,0
2023,220000,0
2023,160000,0
2023,110000,100
2023,95000,100
2023,95400,100
2023,57800,100
2023,110000,0
2023,86000,0
2023,125000,0
2023,87500,0
2023,185000,0
2023,79600,0
2023,275000,0
2023,170000,0
2023,133200,100
2023,84000,100
2023,171000,0
2023,93000,0
2023,216450,0
2023,123750,0
2023,212800,0
2023,124100,0
2023,205000,100
2023,166000,100
2023,231650,0
2023,189100,0
2023,160000,100
2023,120000,100
2023,156100,0
2023,100400,0
2023,266875,0
2023,128250,0
2023,158600,100
2023,115300,100
2023,225300,0
2023,197400,0
2023,109900,0
2023,61200,0
2023,161000,100
2023,75000,100
2023,166000,0
2023,73100,0
2023,138510,0
2023,95490,0
2023,150000,100
2023,110000,100
2023,232200,0
2023,133300,0
2023,112800,0
2023,73200,0
2023,178250,0
2023,110500,0
2023,190000,0
2023,160000,0
2023,216000,100
2023,184000,100
2023,166000,100
2023,104000,100
2023,185000,0
2023,79600,0
2023,230000,0
2023,196000,0
2023,184000,0
2023,123000,0
2023,165600,0
2023,65800,0
2023,186000,0
2023,81800,0
2023,135000,0
2023,82500,0
2023,247250,0
2023,160000,0
2023,169000,0
2023,105500,0
2023,195800,0
2023,161900,0
2023,108500,100
2023,78800,100
2023,225000,0
2023,166000,0
2023,167500,0
2023,106500,0
2023,160000,100
2023,110000,100
2023,120000,0
2023,105000,0
2023,110000,100
2023,87500,100
2023,60000,0
2023,55000,0
2023,145000,0
2023,115000,0
2023,225000,0
2023,166000,0
2023,135000,0
2023,100000,0
2023,105000,100
2023,95000,100
2023,289800,0
2023,214200,0
2023,167500,0
2023,106500,0
2023,220000,0
2023,146000,0
2023,128000,0
2023,81500,0
2023,206000,0
2023,134000,0
2023,370000,0
2023,200000,0
2023,175000,100
2023,160000,100
2023,240000,100
2023,100000,100
2023,180000,0
2023,160000,0
2023,143000,0
2023,127000,0
2023,249300,0
2023,149300,0
2023,222200,0
2023,136000,0
2023,190000,100
2023,160000,100
2023,248100,0
2023,145900,0
2023,170200,0
2023,83900,0
2023,100000,0
2023,75000,0
2023,166000,0
2023,90000,0
2023,160000,0
2023,94100,0
2023,226600,0
2023,140100,0
2023,247600,0
2023,127300,0
2023,222200,0
2023,136000,0
